yo,en
Ẹgbẹ́ onígbàgbọ́ ti kéde kónílé ó gbélé ọ̀sẹ̀ kan lọ́jọ́ ìsinmi,The religious group has announced that it will take a week off
Ọọ̀ni sọ pé ọpọlọ ni Ìgbòho fi ń jìjàgbara ìlú.,Oni said that the brain is the reason why Igbho fights for the city.
Ìròyìn sọ pé ìdìtẹ̀gbàjọba kan ti ń ṣẹlẹ̀ ní ìlú Ìkirè,News says that a coup is happening in Ikre town
Ẹ̀wọ̀n ọdún márùn-ún ni ìkọ̀ọ̀kan nínú àwọn ọmọ Arówólò gbà,Each of Arówolo's children received a five-year prison sentence
Ọ̀gá àgbà ọgbà ẹ̀wọ̀n ti fèsì sí ìròyìn tí a gbọ́ nípa Ọbàtálá,The head of the prison has responded to the news we heard about Obatala
Ẹ̀sùn jìbìtì àti irọ́ pípa ni wọn fi kan pásítọ̀ kan ní Iléṣà,A pastor in Ilesha was accused of fraud and lying
Owó epo rọ̀bì ti lọ sílẹ̀ síi báyìí ju bó ṣe wà tẹ́lẹ̀ lọ.,The price of rubber is now lower than it was before.
Èèyàn mẹ́ẹ̀ẹ́dógún ló jóná nígbà tí ọkọ̀ ìjọba kan gbaná jẹ.,Fifteen people were burned when a government vehicle caught fire.
Ọkọ àti ìyàwó kan ta ọmọ wọn nítorí ebi ní agbègbè Ìlá.,A husband and wife sold their children because of hunger in Íla area.
Ọmọ ẹgbẹ́ òkùnkùn mẹ́ta di èrò àtìmọ́lé nítorí ìwà ọwọ́ ọ wọn.,Three members of the dark side were arrested for their misdeeds.
Adéwálé ti bẹ àwọn olóṣèlú láti máṣe kó àyà àwọn aráàlú sókè,Adéwalé has asked the politicians not to upset the people
Ìjọba ti lu gbogbo dúkìá ààrẹ ìjọ́sí ní gbàǹjo lọ́jọ́ Ajé.,The government has confiscated all of the president's assets on Monday.
Akérédolú àti Tinúbú ti pàdé ìjákulẹ̀ nípa àkóso Nàìjíríà,Akeredolu and Tinubu have met with disappointment in the governance of Nigeria
Pásítọ̀ ti rọ àwọn ọmọ ìjọ láti máa gbóríyìn fún ọlọ́run.,The pastor has urged the members of the church to praise God.
Ọjọ́ Àìkú ni àwọn agbébọn sọ pé àwọn yóò wá sí ṣọ́ọ́ṣì,The gunmen said they would come to church on Sunday
"Lásìkò ìsìn, ọ̀pọ̀lọpọ̀ àwọn olùjọ́sìn ló pàtẹ́wọ́ fún àlùfáà","During the service, many worshipers clapped for the priest"
Mọ̀ ti mọ̀ nípa ọ̀gágun Olúrìn tó darí ìdìtẹ̀gbàjọba ọ̀hún.,He knew about the commander Olurin who led the coup.
Ọpọ̀lọpọ̀ ènìyàn ló sọ pé Mákindé ni àwọn fẹ́ bá lọ,Many people said that they wanted to go to Makinde
O ti pẹ́ tí Ẹgbẹ́ Alákùkọ ti ń dìbò yan mọ̀lẹ́bí Túndé Ọlọ́kọ̀,It has been a long time since the Alakukko Party has been voting against the family of Tunde Olokola
Adéwálé àti ìyàwó ẹ̀ ní àwọn kò ní gbà kó ba ẹgbẹ́ ẹ wọn jẹ́,Adéwale and his wife said they will not allow him to destroy their group
Arẹ́gbẹ́ṣọlá ní òun kọ́ ni òun ṣe ìrànlọ́wọ́ fún Mákindé,Argegsola said that he did not help Makinde
Àwọn ohun tí mo fẹ́ jẹ tí mo bá lọ sí ọgbà ẹ̀wọ̀n ni àbùlà,The things I want to eat when I go to prison are blessings
Babaláwo Ìgbòho sọ pé àwọn agbófinró ti gbé aṣọ òun lọ.,Babalawo Igbho said that the law enforcement officers took away his clothes.
Síkírù àti Jámíù ti dèrò ilé ẹjọ́ nítorí ìjà tí wọ́n bá ara wọn jà.,Sikir and Jamiu have planned the court because of the fight they fought with each other.
Mímikò ti padà sí ẹgbẹ́ ẹ rẹ̀ àtijọ́ lẹ́yìn ìpàdé ìdákọ́ńkọ́,Mimiko has returned to her old club after the inaugural meeting
Ọ̀pọ̀ olùgbé Àgódì ló fara pa nitorí ìkọlù àwọn ẹlẹ́wọ̀n,Many residents of Agodi were injured due to the attack of the prisoners
Bọ̀dé àti Àrẹ̀mú tẹ̀lé bàbá a wọn lọ sí ọdún Ọ̀ṣun Òṣogbo.,Bode and Aremu followed their father to the Lunar New Year.
Aṣọ́bodè di èrò ọ̀rùn lábúlé e Fáyẹhùn nítorí ìkọlù àwọn onífàyàwọ́,The gatekeeper became the head of the village of Fayehun because of the attack of the freedmen
"Lẹ́yìn ìkọlù náà pẹ̀lú àwọn afurasí ajínigbé, mo sá kúrò ní ìlú","After the attack with the suspected kidnappers, I fled the city"
Ibi ló padà di ire fún mi lọ́jọ́ tí a ń wí yìí,Evil turned into good luck for me on this day
Ilé ẹjọ́ ti da ẹjọ́ fún Olúwáṣeun nítorí pé ó jí ọmọ gbé,The court has sentenced Oluwásheun for abducting a child
"Tí mo bá yá owó lọ́wọ́ ẹnikẹ́ni, mo má ń gbìyànjú láti dáa padà","If I borrow money from someone, I try to pay it back"
"Ṣóyínká sọ pé Nàíjíríà ti dojúrú, òun kàn ń wòó níran ni","Shóyinká said that Nigeria is depressed, he is just looking at it"
Ọwọ́ ọlọ́pàá a Kútọnu ti tẹ akọ̀royìn kan tó wá láti ìlú Ìrè,A journalist from the city of Ire was arrested by the Kuton police
Wo ọṣẹ́ tí àwọn ẹlẹ́wọ̀n yìí ṣe fún àwọn ará Ìbàdàn lánàá,Look at the soap that these prisoners made for the people of Ibadan yesterday
Olorì Dámilọ́lá ní òun ti ṣetán láti padà lọ sí ààfin Aláàfin.,Chief Damilola said he was ready to go back to the palace.
Mo ti jẹ àsáró púpọ̀jù lọ́jọ́ tí a ń wí yìí.,I have eaten too much during the day we are talking about.
"Nítorí pé àwọn agbébọn ń gbowó ilẹ̀ ní Adó Èkìtì, mo sálọ","Because the gunmen were buying land in Ado Ekiti, I ran away"
Ṣọlá sọ pé kò túmọ̀ sí nǹkankan pé wọn ti gba àkóso.,Shalá says that it doesn't mean anything that they have taken over.
Olúwo àti àwọn ọmọ awo ni wọ́n darí ẹ̀sìn àti ayẹyẹ náà,Oluluo and the children of Awo led the religion and the ceremony
Àwọn agbófinró ti ya bo ilé Ọ̀jọ̀gbọ́n Ọnànúgà ní ìjẹta.,Law enforcement officers have raided Professor Onanuga's house.
Bọ́lá Tinúbú àti Yẹmí Ọ̀ṣínbàjò ń jíròrò pẹ̀lú ara wọn nínú ilé,Bola Tinubu and Yemi Oshinbajo are discussing with each other in the house
Àìgbọ́raẹniyé ló wáyé láàrin Bọ́lá àti igbákejì ẹ̀ lọ́jọ́ náà,There was a misunderstanding between Bola and his deputy that day
Ìpàdé ìdìbò ẹgbẹ́ òṣèlú wa máa wáyé ní ìlú Ìsánlú lọ́túnla,The election meeting of our political party will be held in the city of Isanlu again
"Àrà ọ̀tọ̀ ní ìdìbò tó ń bọ̀ lọ́nà yìí o, èmi ni mo sọ bẹ́ẹ̀","This coming election is different, I say so."
Àwọn aṣaájú kan ti ké gbàjaré nípa ìfọ̀rọ̀wánilẹ́nuwò tó ń bọ̀,Some of the leaders have already finished talking about the upcoming interviews
Ìyábọ̀ Òjó àti Tiwa jọ ń bá ara wọn ṣọ̀rẹ́ nítorí i màálù méjì,Iyabao Ojo and Tiwa are friends with each other because of two cows
Ìjọba ti tú àṣírí ọ̀nà tuntun tí àwọn olè fi máa ń jí nǹkan,The government has revealed a new way in which thieves steal things
"Ayé lèmí fẹ́ jẹ kí n tó jìyà, mi ò fẹ́ ṣe wàhálà kankan mọ́.","I want to leave the world before I suffer, I don't want to cause any more trouble."
Gómìnà ti fi owó ránṣẹ́ sí àwọn aláìsàn tó wà nílé ìtọ́jú,The governor has sent money to the patients in the nursing home
Iṣẹ́ Ọ̀gbẹ́ni Àrẹ̀mú kò ní parẹ́ nílẹ̀ yìí ni mo sọ,"Mr. Aremu's work will not disappear in this country, I said"
Lẹ́yìn oṣù kẹfà ọdún yìí ni Ṣaléwá tó dágbére fáyé,"After the sixth month of this year, the good-bye Şaléwá was born"
Ọ̀rọ̀ òṣèlú kọ́ ló gbé mi lọ sọ́dọ̀ Ààrẹ Bùhárí ni mo sọ,I said it was not politics that led me to President Buhari
Ọmọ mi gbé omi mì nítórípé òùngbẹ ń gbẹẹ́ ni,My son swallowed water because he was thirsty
Àwọn ọ̀rẹ́ Adé kò mú owó kankan dání nígbà tí mo pàdé e wọn,Adé's friends did not bring any money when I met them
Ṣèyí Mákindé ti ṣe àtúntò àwọn ènìyàn tó ń bá ìjọba Ọ̀yọ́ ṣiṣẹ́,This Makinde has reorganized the people working with the Oyo government
Ìfẹ́ Ọlọ́run ni mo fẹ́ kò ṣẹ lórí ìbò tó ń bọ̀ lọ́nà,I want God's will not to be fulfilled in the next election
Bí ilé alájà mọ̀kànlélógún ṣe wó lulẹ̀ ní Ìkòyí nìyí,This is how a 21-storey building collapsed in Ikoyi
Àwọn òṣìṣẹ́ ẹ pàjáwìrì ti bẹ̀rẹ̀ sí tú òrùlé ilé tó wó lulẹ̀,Emergency workers have begun removing the collapsed roof.
Adájọ́ ti gbé bàbá olówó yìí lọ nítorí ẹ̀sùn-un pé ó ń jí aṣọ gbé,The judge has taken this rich father away because he was accused of stealing clothes
Omíyalé sọ pé èmi ni mo rọ̀jo ìbọn sí orí àwọn adigunjalè,Omiyale said that I was the one who pointed the gun at the robbers
"Wọ́n wá láti pa ewúrẹ́ yìí ni, àmọ́ ó bọ́ lọ́wọ́ ọ wọn","They came to kill this goat, but it got away from them"
Àwọn adarí ilé ẹ̀kọ́ yìí ti wọ gàù fún aṣemáṣe tí wọ́n ṣe,The administrators of this school have been blamed for their negligence
Kò bójú mu bí ẹgbẹ́ onímọ́tò ṣe dá mí dúró sójú ọ̀nà,It was inappropriate how the engineering team stopped me
Ó ṣèṣẹ̀ yé mi ni wípé nítorí owó àìsàn ni wọ́n fi gbé Túndé lọ,I understand that Tünde was taken away because of illness
Àwọn olórí orílẹ̀èdè àgbáyé ti ṣèlérí àti dẹ́kun gẹdú gígé,World leaders have promised to stop cutting
Pé aago kan òru ní àwọn jàǹdùkú yìí wọlé,At one o'clock in the night the mob entered
Lọ́jọ́ Ìṣẹ́gun tó kọjá ni wọ́n jí òrùka àti asọ olówó iyebíye lọ,"On the last victory day, a ring and an expensive cloth were stolen"
Ẹgbẹ́ ọmọ Yorùbá ti sọ pé kí Bùhárí yé dúnkokò mọ́ wọn mọ́,The Yoruba people have said that Buhari should stay with them
Ó ní òun ò mọ̀ pé òun lè di ọgọ́ta ọdún láyé pẹlú àìlera rẹ̀,He said he did not know that he could live to be 60 years old with his health
Ọba Àlàó àti Olorì i rẹ̀ bí ìbejì lẹ́yìn ọdún mẹ́tàlá,King Alao and Olori gave birth to twins after thirteen years
Àwọn akẹ́kọ̀ọ́ kan ní Ọ̀sun padà lẹ́yìn ọ̀rẹ́kùnrin wọn,Some students in Osun returned after their boyfriend
Ọ̀gá kan ní báńkì rí ẹ̀wọ̀n ọdún méta he nítorí i jìbìtì,A bank manager was jailed for three years for fraud
Àwọn aláṣẹ kejì yìí ló ṣàlàyé bí ìbọn ṣe bá akẹ́kọ̀ọ́ àkọ́kọ́,The second officer explained how the first student was shot
Babájídé Sanwó Olú ti ṣe abẹ̀wò si ibùdókọ́ kan lọ́nà ọjà,Babajídé Sanwó Olu visited a station on the way to the market
Ilé alájà mẹ́ta kan ti wó lágbègbè Ajáńlékokò ní ìlú Èkó,A three-storey building has collapsed in the Ajanlékoko area in the city of Eko
Ọwọ́ àwọn ọlọ́pàá ti tẹ ọ̀dọ́mọkùnrin méje tó rìn gbéregbère,The police have arrested seven young men who were walking around
Ẹ jẹ́ ká fọwọsowọ́pọ̀ kí gbogbo nǹkan fi bọ́ sípò.,Let's work together so that everything will be restored.
Mọ̀ sì lérò láti bá Fẹ́mi Owódùnní jẹun kí n tó rìnrìnàjò,I plan to eat with Femi Owodunni before I travel
Àwọn agbófinró mẹ́fà péré ló wọ́lé nínú ìdìbò tó kọjá,Only six law enforcement officers entered in the last election
Kí ló ń ṣẹlẹ ní ọ̀nà Èkó sí Ìbàdàn tí Túndé fi ń ké?,What is happening on the way from Eko to Ibadan that Tunde is calling for?
Adélàńwá sọ pé òun kò ní kópa nínú ìbò tó ń bọ̀,Adélanwa said that he will not participate in the next election
Ọkùnrin méjì ló fi mágùn sí orí ìyàwó o rẹ̀ ní Bashọ̀run,Two men put medicine on his wife's head in Bashorun
Fásitì Ìbàdàn ti ti ìlẹ̀kún mọ́ àwọn akẹ́kọ̀ọ́ tó ń ṣe ẹ̀hónú,University of Ibadan shut down protesting students
Oníṣègùn yìí ti pòórá mọ́ àwọn ọ̀dọ́ tó ń lù ú lọ́wọ́,This doctor has disappeared with the youths who beat him
"Bí o ṣe yẹ kí n máa sọ̀rọ̀ náà nìyí, àbí bẹ́ẹ̀ kọ́?","This is how I should be talking, right?"
Wo àwọn àkọsílẹ̀ tí a kọ sí ara ògiri lọ́nà ilé ìsìn,Look at the notes written on the wall in the chapel
Kí ló mú kí òjòwú ọ̀rẹ́kùnrin yìí fì ìbínú yìnbọn lu olùkọ́ ẹ̀?,What made this boyfriend shoot his teacher in anger?
Mojí sọ fún àwọn ọ̀rẹ́bìnrin rẹ̀ nípà ohun tó rí lẹ́yìnkùnlé,Moji told his girlfriends about what he saw in the background
Délé Mọ̀mọ́dù ń bẹ̀bẹ̀ àdúrà lọ́wọ́ àwọn ará ìlú nípa ìbò,Dele Momodou is asking for prayers from the people of the town about voting
Kí ló ṣẹlẹ̀ sí awọn to wá bá wa ṣe ìsọmọlórúkọ?,What happened to those who came to make a name change with us?
"Ọba ni Dáfídì nínú u bíbélì, òun náà ló kọ sáàmù","King David in the Bible, he also wrote psalms"
Babátúndé Ọlátúnjí ti mú àgbálùmọ́ jáde kúrò nínú abọ́,Babatündé Olátunji has brought the crowd out of the bowl
Ẹ wo ohun tí àwọn olóṣèlú láti Àríwá ń sọ nínú ayélujára,Look at what politicians from the North are saying on the internet
Àwọn ohun pàtàkì nípa Fẹ́mi Ọ̀ṣọ́fisán ni ìwọ̀nyí.,These are the important things about Femi Osofisan.
Nínú òṣìṣẹ́ ìlera mẹ́ta tí mo gbà sílé iṣẹ́ náà ẹyọ̀ kan ló wá dúpẹ́.,"Out of the three health workers I hired, only one came to thank me."
Ta ló ń ṣo Igbákejì ààrẹ nígbà tó bá wà nínú ilé?,Who takes care of the Vice President when he is in the house?
Yẹmí Ológundúdú ti sọ pé òun kọ́ ni òun gbé adé ọba lọ,Yemi Ologundudú has said that he did not carry the king's crown
Ilé ẹjọ́ ti dájọ́ fún Bàbá Ìjẹ̀ṣà pé kó lọ sẹ́wọ̀n,The court has sentenced Father Ijessa to go to prison
Kí ni àwọn ọ̀dọ́ àríwá yìí ń wá níwájú ìgbìmọ̀ ará ìlú?,What are these northern youths looking for before the city council?
Olórí Oko ti barajẹ́ nítorí i bí ọmọ rẹ̀ ṣé bá àwọn méjì sùn,The head of Oko is upset because his son slept with two people
Bí èsì ìbò ṣe ń jáde lọ́wọ́ ni àwọn jàǹdùkú ń bẹ́ síta,"As the results of the election are coming out, the mobs are coming out"
Àwọn ọmọdé tí a ń sọ̀rọ̀ nípa rẹ̀ ti gorí i táńkà kẹrosíìnì,The children we are talking about have passed the kerosene spray
